doc_id,sentence,label0,label1,label2,label3,label4,average_score,mode_score,average_label,label
700,Users may opt-out of receiving future mailings ; see the choice/opt-out section below .,2,4.0,1.0,1.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
624,Where reasonable and possible we will remove that information at the next practical opportunity - where it has been included in one of our publications that may be the next reprint or next edition .,4,2.0,5.0,1.0,5.0,3.4,3.4,vague,vague
930,"However , you should be aware that USDA may read , review , or rely upon information that you make publicly available or the USDA on these services ( for example , comments made on the USDA 's Facebook page ) , as authorized or required by law .",4,4.0,3.0,1.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
904,"In addition , if you link your Travelocity account to your social media account , or use certain other Travelocity social media features , we may access information about you via that social media provider in accordance with the provider 's policies .",3,5.0,3.0,2.0,5.0,3.6,3.6,vague,vague
448,"Persistent cookies are stored on your computer for longer periods and are used for purposes including tracking the number of unique visitors to our site and information such as the number of views a page gets , how much time a user spends on a page , and other pertinent web statistics .",3,2.0,5.0,2.0,2.0,2.8,2.0,somewhat_clear,somewhat_clear
963,"statistically analyze user behavior and activity including how frequently areas of the site are visited and how many emails are received and opened ,",3,2.0,3.0,1.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
353,"You can remove or block cookies using the settings in your browser , but in some cases , this may impact your ability to use Change.org .",2,1.0,2.0,3.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
204,"California Civil Code Section 1798.83 gives California residents the right to request , from a business with whom the California resident has an established business relationship , certain information with respect to the types of personal information the business shares with third-parties for direct marketing purposes by such third-party , and the identities of the third-parties with whom the business has shared such information during the immediately preceding year .",2,3.0,2.0,1.0,4.0,2.4,2.4,somewhat_clear,somewhat_clear
877,Cookies do not generally contain any Personal Information .,2,2.0,1.0,4.0,5.0,2.8,2.8,somewhat_clear,somewhat_clear
7,"We use information we collect to provide you certain products and services , and if needed to respond to your inquiries or requests for information .",2,3.0,4.0,5.0,2.0,3.2,3.2,vague,vague
103,We might also need your direct debit or credit card details to charge you for the service .,4,4.0,4.0,2.0,2.0,3.2,4.0,vague,extremely_vague
756,"Upon reception of your order , we recommend that you verify your products with the order that you placed with us and if necessary , write any anomalies that may have occurred on the delivery voucher , not forgetting to sign it .",3,1.0,2.0,2.0,1.0,1.8,1.8,clear,clear
882,"A cookie is a small text file , which often includes an anonymous unique identifier , that is sent to the user 's web browser from a website 's computers and is stored on the user 's computer 's hard drive .",1,2.0,2.0,1.0,3.0,1.8,1.8,clear,clear
669,"If you use the Flash Widget on your website , you may not modify , build upon , or block any portion or functionality of the Flash Widget , including but not limited to links back to the mobile9 website .",1,2.0,5.0,2.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
882,"Subject to legal and contractual requirements , a Person can refuse to consent to Globe 's collection , use or disclosure of Personal Information about the Person , or a Person may withdraw the Person 's consent to Globe 's further collection , use or disclosure of Personal Information at any time in the future by giving Globe reasonable notice , unless : i ) the consent relates to certain information required for credit approval which a Person applies for or accepts , ii ) the consent is otherwise required by law or iii ) the use or disclosure is permitted by law or is related to the legal or regulatory requirements described herein .",4,5.0,4.0,5.0,,4.5,4.5,extremely_vague,extremely_vague
800,This is so that we can respond to any complaints or disputes that arise in that period .,1,1.0,2.0,1.0,1.0,1.2,1.0,clear,clear
164,You should check this page from time to time to ensure that you are happy with any changes .,2,3.0,1.0,3.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
134,"Please note that although such information is not personally identifiable , we can determine from an IP address a visitor 's Internet Service Provider and the geographic location of his or her point of connectivity .",3,2.0,4.0,1.0,1.0,2.2,2.2,somewhat_clear,somewhat_clear
448,You may also be subject to another privacy policy or other terms and conditions that are posted on ETS 's Website specific to a particular ETS program or service ( `` Other Agreement '' ) .,3,3.0,2.0,3.0,5.0,3.2,3.0,vague,vague
963,"We will also retain your Personal Information as necessary to comply with legal obligations , resolve disputes and enforce our agreements .",3,2.0,5.0,3.0,,3.25,3.25,vague,vague
235,"Any feedback that is submitted becomes the property of acs.org and we may use this feedback for marketing purposes , or to contact visitors for more information .",5,1.0,3.0,2.0,2.0,2.6,2.6,somewhat_clear,somewhat_clear
50,Wizards may collect personal information from users over 13 and under 18 ( `` teenager '' ) .,4,3.0,3.0,3.0,3.0,3.2,3.0,vague,vague
521,Non-Identifying Information may be derived from Personal Information .,2,3.0,2.0,2.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
134,Other services provided by Cleveland Clinic on this Website may require you to agree to additional terms .,2,3.0,2.0,3.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
431,"For the purposes set out in this Online Privacy Policy , personally-identifying information may be transferred to , processed , stored and accessed by us , our affiliates and our unaffiliated service providers in the United States and in other jurisdictions where we or they operate .",5,1.0,3.0,2.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
7,"We thus use beacons to understand certain actions that you took ( such as a purchase ) , but not to know who you are .",1,2.0,2.0,5.0,4.0,2.8,2.8,somewhat_clear,somewhat_clear
877,"We may also use `` pixel tags , '' which are small graphic files that allow us to monitor the use of the Services .",2,2.0,1.0,4.0,4.0,2.6,2.6,somewhat_clear,somewhat_clear
320,Most browsers are set to accept cookies by default .,2,2.0,2.0,3.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
605,"( d ) Elsewhere at your Direction : At your direction , we may share your information .",3,1.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
95,Kijiji may also share personal information with :,3,2.0,2.0,2.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
395,"However , it is possible that some portions of the Site will not function properly if you do so .",3,3.0,1.0,2.0,3.0,2.4,3.0,somewhat_clear,vague
103,And some measure how many sites or which you visit .,4,4.0,3.0,3.0,1.0,3.0,3.0,vague,vague
760,"If you do n't want your child 's personal information shared with independent third parties who run offline POP events , then do n't allow your child to participate in the POP tournament ratings and rankings portion of our Sites .",1,3.0,2.0,3.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
239,"Any changes we may make to our Privacy Policy in the future will be posted on this page and , where appropriate , notified to you by email .",4,2.0,2.0,1.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
621,We may enable advertisers and ad servers to promote third-party products and/or services by placing advertisements on LivingSocial .,3,3.0,2.0,3.0,2.0,2.6,3.0,somewhat_clear,vague
145,"We may offer co-branded services or features , such as conferences , contests , sweepstakes or other promotions together with a third party ( `` Co-Branded Services '' ) .",1,3.0,2.0,1.0,2.0,1.8,1.8,clear,clear
437,Most browsers offer instructions on how to reset the browser to reject cookies in the `` Help '' section of the toolbar .,2,3.0,2.0,2.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
963,"As with any public forum on any site , the information you post may also show up in third-party search engines .",3,3.0,1.0,2.0,,2.25,2.25,somewhat_clear,somewhat_clear
839,"To view and change the personal information that you directly provided to HP you can return to the web page where you originally submitted your data and follow the instructions on that web page , use HP Passport where enabled , or contact the HP Privacy Office .",1,1.0,2.0,2.0,5.0,2.2,2.2,somewhat_clear,somewhat_clear
756,"In cases where the product can not be repaired , Pixmania will offer an exchange with an equivalent product or refund the amount you paid .",1,1.0,5.0,1.0,1.0,1.8,1.0,clear,clear
298,"Barnes & Noble Websites , Devices and Apps may provide you with the ability to enter ( either directly , or by authorizing Barnes & Noble to download the information from a third party such as a social networking website ) your information such as your contacts , calendar entries or photos , or images you may submit to us to help us locate products for you .",2,1.0,5.0,1.0,1.0,2.0,1.0,somewhat_clear,clear
50,* the use of your personally identifiable information for the uses identified above in accordance with this privacy policy ; and,2,3.0,3.0,2.0,1.0,2.2,2.2,somewhat_clear,somewhat_clear
760,"Finally , we may take your personally identifiable information and make it non-personally identifiable , either by combining it with information about other individuals ( aggregating your information with information about other individuals ) , or by removing characteristics ( such as your name ) that make the information personally identifiable to you ( de-personalizing your information ) .",2,5.0,3.0,5.0,2.0,3.4,3.4,vague,vague
796,"Certain membership information may be transferred automatically to the Company when you register to join an Online Service from a third-party gaming network system or link your Online Service membership with a third-party service , such as your friend 's list on that gaming network or social network service .",4,2.0,5.0,2.0,,3.25,3.25,vague,vague
605,"( c ) Service Providers : We provide your information to companies that provide support services to Kohl 's , such as : printers , marketing providers , analytics companies , web hosting providers , contest and survey administrators , call center service providers , payment processors , fulfillment and logistics vendors and data verification providers .",2,3.0,1.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
624,"When using Lonely Planet 's online shop , you may choose to supply Lonely Planet with 'personal information ' in order to purchase products online .",2,3.0,1.0,2.0,3.0,2.2,2.2,somewhat_clear,somewhat_clear
975,From time to time we might establish a business relationship with other persons or entities whom we believe trustworthy and whom we have asked to confirm that their privacy policies are consistent with ours .,2,3.0,3.0,,,2.6666666666666665,2.6666666666666665,somewhat_clear,somewhat_clear
760,"Finally , so long as we have received parental consent , we may use a kid 's personal and demographic information for our other business purposes , such as record keeping , transaction fulfillment , and to study ways to better improve our services .",2,3.0,3.0,2.0,5.0,3.0,3.0,vague,vague
161,The Web Privacy Statement speaks generally to the information collected by or submitted to official University of Florida Web sites .,2,1.0,1.0,3.0,2.0,1.8,1.8,clear,clear
831,Simply Recipes may contain links to other websites .,5,2.0,2.0,3.0,,3.0,3.0,vague,vague
395,Cookies can not be used to collect personally identifiable information from any user 's computer - cookies can only be used in conjunction with visits within our Site and e-mail newsletters .,2,2.0,2.0,1.0,,1.75,2.0,clear,somewhat_clear
800,To protect the Royal Mail group or others .,2,1.0,4.0,5.0,1.0,2.6,2.6,somewhat_clear,somewhat_clear
145,The third party 's use of your information will be governed by the third party 's privacy policy .,1,5.0,5.0,1.0,3.0,3.0,3.0,vague,vague
145,"For example , if you use WSJ.com and Factiva.com , we may use your WSJ.com reading history to personalize the content delivered to you on Factiva.com .",2,2.0,1.0,1.0,2.0,1.6,2.0,clear,somewhat_clear
210,GPX files can be marked `` public '' by the uploader ; this is completely unrelated to the option of making one 's edits `` public '' .,2,1.0,1.0,1.0,2.0,1.4,1.0,clear,clear
760,How can you update your personal information and profile ?,1,2.0,1.0,1.0,2.0,1.4,1.0,clear,clear
926,"Third , you may elect to allow the US Airways App to store your Dividend Miles number , itinerary , user name and password locally on your device to allow the app to automatically log you in to your Dividend Miles account , or to permit you to access the information when you are not connected to the internet .",1,5.0,2.0,,,2.6666666666666665,2.6666666666666665,somewhat_clear,somewhat_clear
145,Certain features on the Dow Jones Online Services give you an opportunity to interact with us and others .,3,2.0,3.0,2.0,3.0,2.6,3.0,somewhat_clear,vague
621,We may charge a reasonable fee for this service .,4,2.0,5.0,1.0,3.0,3.0,3.0,vague,vague
298,"The data protection and privacy laws of other countries , including the United States , may not afford you the same level of protection as those in your own country .",1,3.0,2.0,1.0,3.0,2.0,2.0,somewhat_clear,somewhat_clear
252,"In addition , people can commit intentional crimes , make mistakes or fail to follow policies .",1,1.0,1.0,3.0,5.0,2.2,1.0,somewhat_clear,clear
353,"Please also be advised that the default settings for many of our campaigns assume that you wish to receive communications from the organisations you support ; if you do not wish to receive such communications , please uncheck the box Keep me updated by [ name of organisation ] ( or other language of a similar nature ) before signing such campaign .",2,3.0,,,,2.5,2.5,somewhat_clear,somewhat_clear
669,"As a mobile9 account holder you may submit Content to the Service , including graphics ( themes , wallpapers , screensavers , etc ) , softwares and user comments .",2,1.0,2.0,1.0,3.0,1.8,1.8,clear,clear
298,Third party providers of products and services .,3,4.0,3.0,5.0,2.0,3.4,3.4,vague,vague
774,"As well as collecting information directly from you , there may be occasions when we collect information about you from a third party .",1,5.0,2.0,2.0,,2.5,2.5,somewhat_clear,somewhat_clear
963,"We may collect Non-Personal Information information that can not be used to identify you via Cookies , Web Beacons , WebMD mobile device applications and from external sources , even if you have not registered with or provided any Personal Information to WebMD .",2,1.0,1.0,3.0,,1.75,1.75,clear,clear
521,"Vendors means , collectively , third parties that perform business operations on behalf of Groupon , such as transaction processing , billing , mailing , communications services ( e-mail , direct mail , etc . ) , marketing , data processing and analytics , servicing , collections , or ad management .",1,1.0,2.0,2.0,1.0,1.4,1.0,clear,clear
313,"As noted above , third-party advertising networks and advertisers may use cookies and similar technologies to collect and track information such as demographic information , inferred interests , aggregated information , and activity to assist them in delivering advertising that is more relevant to your interests .",5,3.0,1.0,5.0,,3.5,3.5,vague,vague
543,We may use this information to reduce or eliminate messages sent to a user .,4,1.0,4.0,3.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
963,WebMD features several community areas and other public forums where users with similar interests or medical conditions can share information and support one another or where users can post questions for experts to answer .,2,1.0,3.0,3.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
882,"display ( or allow the display by Third Party advertising providers of ) more appropriate and relevant content and advertising , such as content and advertising based on the user 's geographic area , demographic profile and site session behaviour .",1,3.0,2.0,2.0,1.0,1.8,1.8,clear,clear
908,Turkish Airlines can not be held liable in any way for access of the others to your booking reference .,3,1.0,1.0,1.0,1.0,1.4,1.0,clear,clear
204,We also collect non-personal information from various sources .,1,4.0,3.0,2.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
395,Most browsers are initially set to accept cookies .,3,2.0,1.0,2.0,1.0,1.8,1.8,clear,clear
904,How you can opt-out of receiving our promotional e-mails,4,1.0,1.0,1.0,1.0,1.6,1.0,clear,clear
839,"HP sites or services may provide links to third-party applications , products , services , or websites for your convenience and information .",4,3.0,2.0,2.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
963,"While you may use some of the functionality of WebMD without registration , many of the specific tools and services on the WebMD Web Sites require that you register with WebMD .",4,2.0,4.0,1.0,,2.75,2.75,somewhat_clear,somewhat_clear
145,"However , no one can guarantee the complete safety of your information .",2,1.0,1.0,4.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
249,"We use Personal Data and other information collected through the Site ( a ) to register you with the Site and our Agoda Rewards program as requested by you , ( b ) to provide you with the requested products and services ( mainly to process your reservation ) , ( c ) to provide you with information about our products and services on the Site or on other websites and to communicate with you to the extent necessary to provide such requested products and services , ( d ) to build features that will make the services available on the Site easier to use and ( e ) for an improved user experience and general optimization purposes .",2,3.0,5.0,2.0,3.0,3.0,3.0,vague,vague
298,"For example , we may receive and collect : the name of the domain and host from which you access the Internet ; the Internet Protocol ( IP ) address of the computer you are using ; the date and time you access the Barnes & Noble Website ; and the Internet address of the website from which you linked directly to the Barnes & Noble Website .",3,3.0,2.0,1.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
458,We are not responsible for the actions and privacy policies of these third party providers and you should review such privacy policies prior to providing any Personally Identifiable Information to them .,3,1.0,1.0,1.0,3.0,1.8,1.0,clear,clear
50,"Wizards uses Secure Sockets Layering , an industry-standard protocol for certain of your transmissions to us , in order to encrypt the personal information that you send to us through account registration and payment processes .",4,2.0,3.0,2.0,3.0,2.8,2.8,somewhat_clear,somewhat_clear
543,"To make our Company Properties more useful to you , our servers ( which may be hosted by a third party service provider ) collect information from you , including your browser type , operating system , Internet Protocol ( `` IP '' ) address ( a number that is automatically assigned to your computer when you use the Internet , which may vary from session to session ) , domain name , and/or a date/time stamp for your visit .",5,1.0,4.0,2.0,2.0,2.8,2.8,somewhat_clear,somewhat_clear
521,"Personal Information means information about you that specifically identifies you or , when combined with other information we have , can be used to identify you .",3,1.0,2.0,1.0,2.0,1.8,1.8,clear,clear
796,"Special Notes Regarding Certain Information , Including Public Information , Resumes , Investor Relations , Email Correspondence , and Member Names/Gaming Console IDs",1,1.0,4.0,1.0,1.0,1.6,1.0,clear,clear
458,"By accessing this third party application , the third party owner may send its own cookies and collect its own data regarding your interaction with the application and may solicit your personal information as part of your use of such application .",2,2.0,2.0,2.0,5.0,2.6,2.0,somewhat_clear,somewhat_clear
839,"For more information about this , please refer to the information provided by your email software or service provider .",1,1.0,3.0,1.0,,1.5,1.0,clear,clear
320,"If you participate in certain features of this Web site ( e.g. , sharing news stories of interest ) , please note that any information you or others voluntarily disclose through use of these features , becomes available to the public and/or other users whom you have designated .",4,3.0,2.0,4.0,3.0,3.2,3.2,vague,vague
448,"If you register for a test , create an online account , or request one of our other services , we may collect the following Personal Information : full name , home address , email address , telephone number , Social Security number , passport number , and your answers to other similar background information questions , the test you are registering for , test date , payment information and how you specifically use our Website .",3,3.0,1.0,3.0,4.0,2.8,3.0,somewhat_clear,vague
188,We will send you strictly service-related announcements on rare occasions when it is necessary to do so .,2,1.0,2.0,2.0,2.0,1.8,2.0,clear,somewhat_clear
621,"The ability to access information of third parties from LivingSocial , or links to other websites or locations , is for your convenience and does not signify our endorsement of such third parties , their products , their services , other websites , locations or their content .",4,1.0,5.0,1.0,5.0,3.2,3.2,vague,vague
590,We may share information about you as follows :,3,3.0,2.0,4.0,1.0,2.6,2.6,somewhat_clear,somewhat_clear
5,"If the changes are significant , we may provide more prominent notice or obtain your consent as required by law .",4,2.0,2.0,5.0,3.0,3.2,3.2,vague,vague
431,You can read these instructions above in the section of our Online Privacy Policy titled `` How We Disclose Information and Your Related Opt-out Choices . '',1,1.0,1.0,1.0,1.0,1.0,1.0,clear,clear
458,"Accordingly , Fandango assumes no responsibility or liability for disclosure of your information ( personally identifiable or otherwise ) due to errors in transmission , unauthorized third-party access or other causes beyond Fandango 's reasonable control .",5,2.0,2.0,2.0,1.0,2.4,2.0,somewhat_clear,somewhat_clear
298,"While we are focused on the security of your personal information and follow strict standards , processes and procedures that are designed to protect your personal information , you must remember that the Internet is a global communications vehicle open to threats , viruses and intrusions from others and so we can not promise , and you should not expect , that we will be able to protect your personal information at all times and in all circumstances .",3,3.0,5.0,1.0,3.0,3.0,3.0,vague,vague
839,"The redirection system allows HP to change the destination URL of these links , if necessary , and to determine the effectiveness of our marketing initiatives .",1,4.0,1.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
793,"The Privacy Policy is intended to inform You how we gather , define , and utilise Your information which may include Your :",4,3.0,2.0,2.0,2.0,2.6,2.0,somewhat_clear,somewhat_clear
654,"Whether or not you provide this information is your choice ; however , in many instances this type of information is required to participate in the particular activity , realize a benefit we may offer , or gain access to certain content on our Website .",2,2.0,2.0,3.0,5.0,2.8,2.0,somewhat_clear,somewhat_clear
877,MIT alumni may have access to special Services within MIT Technology Review 's overarching Services .,2,3.0,3.0,4.0,5.0,3.4,3.4,vague,vague
938,Children of any age should always ask a parent for permission before sending personal information to anyone online .,2,2.0,1.0,2.0,,1.75,2.0,clear,somewhat_clear
722,"As a condition of using the ASN Blog , you agree to the terms of the ASN Privacy Policy , which may be updated from time to time , as expressed in the most recent version that exists at the time of your use .",2,2.0,1.0,4.0,3.0,2.4,2.4,somewhat_clear,somewhat_clear
353,"In addition , we may utilise your Campaign Activity Information for internal purposes to help us personalise the experience for each user and to operate , maintain and improve the features and functionality of our website .",1,4.0,3.0,3.0,2.0,2.6,2.6,somewhat_clear,somewhat_clear
164,Butterfly Labs - Bitcoin Mining Hardware may change this policy from time to time by updating this page .,1,1.0,3.0,4.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
200,"We store and use personal data of Users pursuant to the terms of our Affiliate Programme ( sec . 4 of our TOS ) and with respect to the mode of payment ( sec . 5 of our TOS ) where it is necessary to do so to enable Users to make use of our Affiliate Programme and thus to render our own services , in particular , in order to grant benefits to Users and to issue account statements on such benefits to Users .",5,2.0,2.0,4.0,3.0,3.2,3.2,vague,vague
318,Bitstamp may not offer all of these types of transactions at this time or in all places .,5,2.0,2.0,2.0,2.0,2.6,2.0,somewhat_clear,somewhat_clear
621,We may share some or all of your Personal Information ( other than credit card information ) with Merchants whose Deals you have purchased for their commercial purposes and to provide the Deal .,3,2.0,1.0,5.0,1.0,2.4,2.4,somewhat_clear,somewhat_clear
261,"Mobile : When you download or use apps created by Amazon or our subsidiaries , we may receive information about your location and your mobile device , including a unique identifier for your device .",1,2.0,2.0,2.0,2.0,1.8,2.0,clear,somewhat_clear
801,"A parent or guardian , however , may use WebMD Health Manager to establish a personal health record and a WebMD Health Manager home page for a minor .",2,2.0,2.0,1.0,,1.75,2.0,clear,somewhat_clear
746,"In some cases , we may not be able to remove your personal information , in which case we will let you know if we are unable to do so and why .",2,5.0,4.0,3.0,2.0,3.2,3.2,vague,vague
963,They have promised us they will not link any Non-Personal Information collected by them on the WebMD Web Sites to Personal Information they or others collect in other ways or from other sites except as may be described in connection with a particular program .,3,4.0,4.0,5.0,5.0,4.2,4.2,extremely_vague,extremely_vague
774,"If you are a shareholder we will collect certain details about you for registration purposes , such as your name , address , number of shares held , tax file number and bank account details .",1,2.0,2.0,3.0,,2.0,2.0,somewhat_clear,somewhat_clear
761,Some of our websites also use third-party advertising companies to serve ads when you visit .,2,4.0,3.0,2.0,2.0,2.6,2.0,somewhat_clear,somewhat_clear
50,"However , in the event of a merger , acquisition , reorganization , bankruptcy , or other similar event , Wizards ' customer information may be transferred to Wizards ' successor or assign , if permitted by and done in accordance with applicable law .",4,5.0,3.0,1.0,1.0,2.8,2.8,somewhat_clear,somewhat_clear
796,"When you use Facebook Connect , OpenID or another multisite ID to log in to an Online Service , those ID services will authenticate your identity and provide you the option to share certain personal information with us to pre-populate our sign up form .",5,2.0,5.0,1.0,2.0,3.0,3.0,vague,vague
605,( a ) General : A cookie is a small text file sent by a website that is stored on your hard drive by your computer 's browser .,1,1.0,2.0,2.0,,1.5,1.5,clear,clear
458,"If any Non-Personally Identifiable Information is linked with Personally Identifiable Information , the linked Non-Personally Identifiable Information will then be treated as Personally Identifiable Information .",2,1.0,1.0,1.0,2.0,1.4,1.0,clear,clear
421,We may use or disclose your protected health information in the following situations without your acknowledgement or authorization .,2,2.0,3.0,2.0,2.0,2.2,2.0,somewhat_clear,somewhat_clear
654,"When visitors request pages from our Website , our servers typically log their IP addresses .",2,2.0,2.0,3.0,1.0,2.0,2.0,somewhat_clear,somewhat_clear
521,Your browser usually erases session cookies once you exit your browser .,3,2.0,2.0,2.0,3.0,2.4,2.0,somewhat_clear,somewhat_clear
995,"Please note that this Policy does not apply to , and we are not responsible in any manner for , any information you provide to third parties in connection with web sites hosted by Yola ( `` User Sites '' ) or how the third parties who operate such User Sites may use the personal information you provide to them .",2,2.0,4.0,,,2.6666666666666665,2.6666666666666665,somewhat_clear,somewhat_clear
103,You can opt out of personalised content suggestions any time by calling 0800 111 4567 .,1,1.0,3.0,1.0,1.0,1.4,1.0,clear,clear
963,"Information that WebMD collects about you may be combined by WebMD with other information available to WebMD through third parties for research and measurement purposes , including measuring the effectiveness of content , advertising or programs .",2,3.0,4.0,4.0,4.0,3.4,4.0,vague,extremely_vague
716,"To subscribe to Gov Delivery for NLM updates , you must provide an email address and indicate your subscription preferences , including the NLM products and type of updates you would like to receive .",1,4.0,3.0,1.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
458,"Fandango may also share with those same third parties certain limited personal information that , without other information , does not specifically identify you .",1,4.0,5.0,2.0,3.0,3.0,3.0,vague,vague
691,"NDTV may , in its sole discretion , change , correct or discontinue the Service in whole or in part .",2,4.0,2.0,2.0,2.0,2.4,2.0,somewhat_clear,somewhat_clear
298,Our use of any shared data under such an agreement would then be governed by our privacy policy .,2,1.0,2.0,1.0,,1.5,1.5,clear,clear
882,"Collection - the act of gathering , acquiring , recording or obtaining Personal Information from any source , including third parties , by any means .",3,1.0,3.0,1.0,5.0,2.6,2.6,somewhat_clear,somewhat_clear
298,"For example , if you link your UltraViolet account with your account with us , we may collect certain information regarding movies or television shows you have purchased from third parties as part of your UltraViolet collection of digital content .",4,2.0,2.0,3.0,,2.75,2.75,somewhat_clear,somewhat_clear
344,"In addition to cookies ( see above ) , Care2 and our third party advertising partners track information via database records and `` clear gifs '' .",2,4.0,2.0,2.0,1.0,2.2,2.0,somewhat_clear,somewhat_clear
801,"In some cases , we may not be able to remove your Personal Information .",4,5.0,1.0,3.0,2.0,3.0,3.0,vague,vague
904,"However , if your device is configured to provide location-specific information , it is not possible at this time for you to opt-out of our gathering of such information via your mobile device .",5,1.0,,,,3.0,3.0,vague,vague
839,"These providers and suppliers include , for example , credit card processors , providers of customer support and live-help , marketing , email service providers , automated data processors , and shipping agents .",1,1.0,2.0,1.0,1.0,1.2,1.0,clear,clear
887,"If permission is granted , this information may be used to send occasional emails containing offers from our partners .",2,3.0,3.0,4.0,5.0,3.4,3.4,vague,vague
448,ETS uses third party measurement software to collect the information listed above .,2,1.0,1.0,2.0,2.0,1.6,2.0,clear,somewhat_clear
963,"If you would like to stop this tailored advertising from WebMD , you can manage these advertisements through the choices in that window .",2,2.0,1.0,,,1.6666666666666667,1.6666666666666667,clear,clear
796,"We also may share your personal information with third parties when we have reason to believe that a disclosure is necessary to address potential or actual injury or interference with our rights , property , operations , users , or others who may be harmed or may suffer loss or damage , or when we believe that disclosure is necessary to protect our rights , investigate , or enforce our terms and conditions , combat fraud and/or comply with a judicial proceeding , court order , or legal process served on the Company .",3,3.0,4.0,3.0,2.0,3.0,3.0,vague,vague
839,"This may include new product or services information , special offers , or invitations to participate in market research or compliance reviews .",2,2.0,2.0,2.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
483,"If you would rather not receive these mailings , please send us a request in writing at one of the addresses below asking us not to release your name to third parties .",4,1.0,2.0,2.0,4.0,2.6,2.6,somewhat_clear,somewhat_clear
188,"If you reject cookies , you may still use our site , but your ability to use some areas of our site , such as the SDN Forums , will be limited .",1,2.0,2.0,3.0,2.0,2.0,2.0,somewhat_clear,somewhat_clear
431,To help us recognize your browser as a previous visitor and save and remember any preferences that may have been set while your browser was visiting one of our websites .,1,3.0,4.0,1.0,1.0,2.0,1.0,somewhat_clear,clear
963,You can click on the Ad Choices logo at the bottom of every page of the WebMD web sites to stop tailored advertising from WebMD .,1,1.0,4.0,1.0,,1.75,1.0,clear,clear
437,"Nonetheless , no method of transmission over the Internet , or method of electronic storage , is 100 % secure ; and therefore , edX can not guarantee its absolute security .",1,1.0,2.0,2.0,1.0,1.4,1.0,clear,clear
904,TSA may share information you provide with law enforcement or intelligence agencies or others under its published system of records notice .,3,2.0,3.0,1.0,2.0,2.2,2.2,somewhat_clear,somewhat_clear
722,"Use of the ASN Blog includes but is not limited to accessing , reading , and commenting , as well as serving as an invited Blogger for ASN .",2,1.0,1.0,2.0,1.0,1.4,1.0,clear,clear
210,It may be used by these people to contact users directly about their edits or other OpenStreetMap related issues .,3,5.0,4.0,3.0,3.0,3.6,3.0,vague,vague
796,"You should be aware that any personal information you submit in the course of these public activities can be read , collected , or used by other users of these forums , and could be used to send you unsolicited messages or identify you .",4,1.0,2.0,2.0,,2.25,2.25,somewhat_clear,somewhat_clear
50,"Please note that information , user content or any other materials that you post on our Sites , including any information from Your Profile that you choose to make public , will be available for any user of that service to read , and are therefore no longer private and may be disclosed without limitations as to use by a third party .",2,4.0,3.0,1.0,2.0,2.4,2.4,somewhat_clear,somewhat_clear
975,"If you like , you may use either of the following statements in your message to us :",1,1.0,2.0,,,1.3333333333333333,1.3333333333333333,clear,clear
344,"Under confidentiality agreements , Care2 may also match user information with third-party data .",2,5.0,2.0,3.0,2.0,2.8,2.0,somewhat_clear,somewhat_clear
963,"In the WebMD Health Community , you can also click the Watch This Discussion link in any Health Community posting , and WebMD will send you an email summary of each day 's postings in that Community .",1,1.0,1.0,,,1.0,1.0,clear,clear
761,"Transfers of personally-identifying information may also be made where necessary for the establishment , exercise , or defense of legal claims .",3,2.0,2.0,2.0,3.0,2.4,2.0,somewhat_clear,somewhat_clear
839,"Web beacons can recognize certain types of information on your computer such as cookies , the time and date of a page viewed , and a description of the page where the web beacon is placed .",1,1.0,2.0,2.0,2.0,1.6,2.0,clear,somewhat_clear
761,"If you provide us someone else 's personally-identifying information for referral purposes , we may use that information to invite them to visit our websites or to provide them information about our products or services .",2,1.0,2.0,3.0,1.0,1.8,1.8,clear,clear
904,"Therefore , you may wish to periodically review this page to make sure that you have the current version .",4,2.0,2.0,2.0,3.0,2.6,2.0,somewhat_clear,somewhat_clear
